source,published,airdate,episode,sequence,song,artist,artist_slug,album,time,notes
wfit,no,2016-07-26,,31,Superman,Robyn Hitchcock & The Egyptians,robyn-hitchcock-egyptians,Queen Elvis,3:50,It falls apart
wfit,no,2016-07-26,,32,BREAK
wfit,no,2016-07-26,,33,Heart Attack,Blitzen Trapper,blitzen-trapper,VII,4:36,Not exactly retro
wfit,no,2016-07-26,,34,"5 Months, 2 Weeks, 2 Days",The Savoir-Faire Pistol Picket Dance Band,savoir-faire-pistol-picket-dance-band,,2:46,Jump off your chair
wfit,no,2016-07-26,,35,Autobody,Drumhead,drumhead,,4:06,Experimental percussion
wfit,no,2016-07-26,,36,"Tout, Tout Pour Ma Cherie",Pizzicato 5,pizzicato-5,,4:54,That Japanese frantic sound
wfit,no,2016-07-26,,37,BREAK
wfit,no,2016-07-26,,38,Don Knotts,The Bran Flakes,bran-flakes,,0:27,"What, that's it?"
wfit,no,2016-07-26,,39,Owner's Lament,Scratch Acid,scratch-acid,Kurt Cobain About A Son,4:32,Eventually the Jesus Lizard
wfit,no,2016-07-26,,40,Guns,Nice As Fuck,nice-as-fuck,Nice as Fuck,2:59,Still on the fence
wfit,no,2016-07-26,,41,R.I.P.,Quasi,quasi,Mole City,2:04,Janet on the slower ones
wfit,no,2016-07-26,,42,BREAK
wfit,no,2016-07-26,,43,Zumn-Vigo,Ruins,ruins,Vrresto (2004 re-release),5:37,
wfit,yes,2016-08-02,"",1,A Spoonful Weighs A Ton,Mastodon,mastodon,,3:25,A scifi oddyssey on a woolly elephant
wfit,yes,2016-08-02,"",2,BREAK
wfit,yes,2016-08-02,"",3,Dance This Mess Around,Asylum Street Spankers,asylum-street-spankers,,4:37,Born to wheeze
wfit,yes,2016-08-02,"",4,Just One Of Those Things [Brazilian Girls Remix],Blossom Dearie,blossom-dearie,,4:49,Squirrely bass runs
wfit,yes,2016-08-02,"",5,Dinner Bell,The Bobs,bobs,,2:02,Ding
wfit,yes,2016-08-02,"",6,Breathless (Single Mix),X,x,,2:21,Catch up with breathing
wfit,yes,2016-08-02,"",7,BREAK
wfit,yes,2016-08-02,"",8,Everybody's Talking,Bongwater,bongwater,,3:17,Dream journals
wfit,yes,2016-08-02,"",9,People Are Strange,Brave Combo,brave-combo,,1:36,Didn't know it was in there
wfit,yes,2016-08-02,"",10,By the Way,Cagney & Lacee,cagney-lacee,,2:33,aka Dean and Britta
wfit,yes,2016-08-02,"",11,Penguin / Powerhouse,The Coctails,coctails,,3:31,Father of Weird Music
wfit,yes,2016-08-02,"",12,BREAK
wfit,yes,2016-08-02,"",13,Enjoy Yourself,The Specials,specials,,3:38,It's later than you think
wfit,yes,2016-08-02,"",14,Monkey Man,Zed Bias Feat. Trigga and Trevor Roots,zed-bias-feat-trigga-trevor-roots,,5:26,Ay ay ay
wfit,yes,2016-08-02,"",15,You Are What You Is,Persuasions,persuasions,,4:14,Got Zappa?
wfit,yes,2016-08-02,"",16,BREAK
wfit,yes,2016-08-02,"",17,Hey Ya,Shawn Lee's Ping Pong Orchestra,shawn-lee-s-ping-pong-orchestra,,4:29,Some Ramsey Lewis funnage
wfit,yes,2016-08-02,"",18,Second Hand News,Mates Of State,mates-of-state,,3:11,Mac attack
wfit,yes,2016-08-02,"",19,She's My Best Friend,The Wedding Present,wedding-present,,2:50,Subtle
wfit,yes,2016-08-02,"",20,What Goes On,Bettie Serveert,bettie-serveert,,3:59,Double VU
wfit,yes,2016-08-02,"",21,BREAK
wfit,yes,2016-08-02,"",22,Gigantic,Allison With One,allison-with-one,,4:31,Synthetic edition
wfit,yes,2016-08-02,"",23,Alec Eiffel,April March,april-march,,2:27,Double Pixies shot
wfit,yes,2016-08-02,"",24,Doctor My Eyes,Ben Folds,ben-folds,,3:11,Jackson Browne!
wfit,yes,2016-08-02,"",25,Alakazam,Boom Pam,boom-pam,,3:57,"The astute will recognize ""Abracadabra"""
wfit,yes,2016-08-02,"",26,BREAK
wfit,yes,2016-08-02,"",27,Pictures Of Matchstick Men,Camper Van Beethoven,camper-van-beethoven,,4:10,The endless loop of neon colors
wfit,yes,2016-08-02,"",28,Mahalla,Carolina Chocolate Drops,carolina-chocolate-drops,,1:56,Spoonman
wfit,yes,2016-08-02,"",29,Tiger Rag,The Countdown Quartet,countdown-quartet,,5:08,Hold that tiger!
wfit,yes,2016-08-02,"",30,BREAK
wfit,yes,2016-08-02,"",31,Buena,Keller Williams,keller-williams,,3:56,Bold choice
wfit,yes,2016-08-02,"",32,"Sing, Sing, Sing",Los Straitjackets,los-straitjackets,,3:22,Also Flat Duo Jets
wfit,yes,2016-08-02,"",33,Buddy Holly,The Moog Cookbook,moog-cookbook,,4:14,Boopdee boop
wfit,yes,2016-08-02,"",34,Sway,The Puppini Sisters,puppini-sisters,,3:10,You have the magic technique
wfit,yes,2016-08-02,"",35,BREAK
wfit,yes,2016-08-02,"",36,Mr. Spaceman feat. Dave Davies,William Shatner,william-shatner,,2:14,So appropriate
wfit,yes,2016-08-02,"",37,The Piano Has Been Drinkin' (Not Me),Dan Hicks,dan-hicks,,3:30,Waitsing around
wfit,yes,2016-08-02,"",38,Jockey Full Of Bourbon,The Blue Hawaiians,blue-hawaiians,,4:41,Tired of waiting?
wfit,yes,2016-08-02,"",39,BREAK
wfit,yes,2016-08-02,"",40,I Feel Love,Montefiori Cocktail,montefiori-cocktail,,5:47,"When you feel it, you know it"
wfit,yes,2016-08-23,"",1,I'll Go Down Swinging (featuring Exene Cervenka),Los Straitjackets,los-straitjackets,,2:13,There's no other way
wfit,yes,2016-08-23,"",2,BREAK
wfit,yes,2016-08-23,"",3,Friends Of P,The Rentals,rentals,Return Of The Rentals,3:32,With Petra Haden!
wfit,yes,2016-08-23,"",4,Magnitude,Hot Hot Heat,hot-hot-heat,Hot Hot Heat,5:03,So yesteryear twice over
wfit,yes,2016-08-23,"",5,Rosanna (Acoustic),The Fratellis,fratellis,"Eyes Wide, Tongue Tied",4:09,So Scottish
wfit,yes,2016-08-23,"",6,BREAK
wfit,yes,2016-08-23,"",7,Afterparty,The Hidden Cameras,hidden-cameras,Age,6:12,Dub hammer
wfit,yes,2016-08-23,"",8,Block Rockin' Beats,The Chemical Brothers,chemical-brothers,The Fatboy Slim Collection,3:24,Dub sickle
wfit,yes,2016-08-23,"",9,Tied Up,Rival Sons,rival-sons,Hollow Bones,3:27,Bring the octaves
wfit,yes,2016-08-23,"",10,BREAK
wfit,yes,2016-08-23,"",11,Ohmerica,The Claypool Lennon Delirium,claypool-lennon-delirium,Monolith of Phobos,5:09,Channeling Eels
wfit,yes,2016-08-23,"",12,O Nome Dela,Arto Lindsay,arto-lindsay,Prize,3:43,Subtleness
wfit,yes,2016-08-23,"",13,Postal Blowfish,Guided By Voices,guided-by-voices,Brain Candy - Music From The Motion Picture,2:16,Extended play
wfit,yes,2016-08-23,"",14,BREAK
wfit,yes,2016-08-23,"",15,Everybody Ready,Action Figure Party,action-figure-party,Action Figure Party,5:16,Party is right
wfit,yes,2016-08-23,"",16,I Burn For You,The Police,police,Brimstone & Treacle [Orignal Soundtrack Album],4:52,"Bad cinema, good soundtrack"
wfit,yes,2016-08-23,"",17,Beautiful Blue Sky,Ought,ought,Sun Coming Down,7:44,Much like The Fall
wfit,yes,2016-08-23,"",18,BREAK
wfit,yes,2016-08-23,"",19,Baby,The Babies,babies,Our House on the Hill,2:54,Not pulling any punches
wfit,yes,2016-08-23,"",20,Baby's Got Sauce,G. Love & Special Sauce,g-love-special-sauce,,3:54,What baby got?
wfit,yes,2016-08-23,"",21,Baby Got Back,Sir Mix-A-Lot,sir-mix-a-lot,,4:21,Back.
wfit,yes,2016-08-23,"",22,BREAK
wfit,yes,2016-08-23,"",23,Combat Baby,Metric,metric,,3:30,Laggy vocals are the best
wfit,yes,2016-08-23,"",24,Baby,Os Mutantes,os-mutantes,,3:38,Maybe my favorite baby
wfit,yes,2016-08-23,"",25,Baby's Way Cruel,Guv'ner,guv-ner,,3:00,Way cruel
wfit,yes,2016-08-23,"",26,Baby You're Your Own TV,Family Of God,family-of-god,,3:20,For all babies
wfit,yes,2016-08-23,"",27,BREAK
wfit,yes,2016-08-23,"",28,Baby,Imperial Teen,imperial-teen,,2:44,8 of 16
wfit,yes,2016-08-23,"",29,Baby's Insane,Diamanda Galas with John Paul Jones,diamanda-galas-with-john-paul-jones,,4:39,The war has begun
wfit,yes,2016-08-23,"",30,Chuma Finds A Baby,Charming Turtlenecks,charming-turtlenecks,,2:26,Chuma must be a llama
wfit,yes,2016-08-23,"",31,Cry Baby,Janis Joplin,janis-joplin,Pearl,3:58,Nobody howls like Janis
wfit,yes,2016-08-23,"",32,BREAK
wfit,yes,2016-08-23,"",33,Cool Baby Slut,The Flamenco A Go Go,flamenco-a-go-go,,2:38,Nananana
wfit,yes,2016-08-23,"",34,Baby Bitch,Jon Auer,jon-auer,,3:29,Clinky clink
wfit,yes,2016-08-23,"",35,The Baby That Was You,MC Honky,mc-honky,,3:44,Get to the point
wfit,yes,2016-08-23,"",36,Baby,Flat Duo Jets,flat-duo-jets,,2:48,Drenched in verb
wfit,yes,2016-08-23,"",37,BREAK
wfit,yes,2016-08-23,"",38,Baby's On Fire,Brian Eno,brian-eno,,5:20,Like a heifer to the slaughter
wfit,yes,2016-08-30,"",1,Stop Your Sobbing,The Pretenders,pretenders,Pretenders,2:39,Can you hear the Davies?
wfit,yes,2016-08-30,"",2,BREAK
wfit,yes,2016-08-30,"",3,Boomerang Baby,The Claypool Lennon Delirium,claypool-lennon-delirium,Monolith of Phobos,5:48,Preview for BOOM later on
wfit,yes,2016-08-30,"",4,Peek-A-Boo,Siouxsie + The Banshees,siouxsie-banshees,,3:10,The gothest accordion
wfit,yes,2016-08-30,"",5,I See You Baby (Fatboy Slim Radio Edit) (feat. Gram'ma Funk),Groove Armada,groove-armada,The Fatboy Slim Collection,4:02,Shaking what?
wfit,yes,2016-08-30,"",6,Family Functions,that dog.,that-dog,that dog.,2:22,For all lonely librarians
wfit,yes,2016-08-30,"",7,BREAK
wfit,yes,2016-08-30,"",8,Brilliant Boy,The Rentals,rentals,Return Of The Rentals,4:16,Can you feel the Weezer?
wfit,yes,2016-08-30,"",9,Bedbug Town,Quasi,quasi,Mole City,3:24,<clink>
wfit,yes,2016-08-30,"",10,Master Manipulator,Bourbon Princess,bourbon-princess,,4:05,Dark stuff
wfit,yes,2016-08-30,"",11,Up On The Hill,Ween,ween,GodWeenSatan: The Oneness (25th Anniversary Edition),1:56,Boognish was rising
wfit,yes,2016-08-30,"",12,BREAK
wfit,yes,2016-08-30,"",13,The Wind Cries Mary,Jimi Hendrix,jimi-hendrix,,3:21,One of my favorites
wfit,yes,2016-08-30,"",14,Anything You Say,The Vines,vines,Wicked Nature - Disc One,1:43,Power pop stuff
wfit,yes,2016-08-30,"",15,My Street,The Oranges Band,oranges-band,All Around,2:52,Such a voice
wfit,yes,2016-08-30,"",16,Subbacultcha,Pixies,pixies,The Purple Tape,3:05,At their weirdest
wfit,yes,2016-08-30,"",17,BREAK
wfit,yes,2016-08-30,"",18,Bobby Joan Sex Tape,Hot Hot Heat,hot-hot-heat,,3:17,Double retro time
wfit,yes,2016-08-30,"",19,London Calling,The Clash,clash,London Calling: 25th Anniversary Edition,3:20,Get all riled up
wfit,yes,2016-08-30,"",20,I'm Done,The Julie Ruin,julie-ruin,Uncut The Goldrush,3:08,Punk out new wave style
wfit,yes,2016-08-30,"",21,Skhanddraviza,Ruins,ruins,Tzomborgha,3:58,
wfit,yes,2016-08-30,"",22,BREAK
wfit,yes,2016-08-30,"",23,Boom Boom,Trio,trio,,3:25,A fine german tradition
wfit,yes,2016-08-30,"",24,Boom Shack-a-Lack,Apache Indian,apache-indian,,4:31,From Dumb + Dumber
wfit,yes,2016-08-30,"",25,Badaboom,Tapes 'N Tapes,tapes-n-tapes,,3:56,Off kilter
wfit,yes,2016-08-30,"",26,BREAK
wfit,yes,2016-08-30,"",27,Tick Tick Boom,The Hives,hives,Archive BM,3:39,Swedish mayhem
wfit,yes,2016-08-30,"",28,Shaboom They Said,From Bubblegum to Sky,from-bubblegum-to-sky,,2:52,"Elephant Six, right?"
wfit,yes,2016-08-30,"",29,Boom Boom Room,Here Come The Mummies,here-come-mummies,Archive DO,3:54,Fundead
wfit,yes,2016-08-30,"",30,This Is My Boomstick,Project Wirehead,project-wirehead,,3:50,For Evil Dead fans
wfit,yes,2016-08-30,"",31,BREAK
wfit,yes,2016-08-30,"",32,Boombox,Mosquitos,mosquitos,,2:20,Tropical sensation
wfit,yes,2016-08-30,"",33,Baba Boom,Jamaicans,jamaicans,,3:20,Island sounds
wfit,yes,2016-08-30,"",34,Chick-A-Boom,Trespassers W,trespassers-w,,4:06,Find a position which the back wouldn't hurt so bad
wfit,yes,2016-08-30,"",35,BREAK
wfit,yes,2016-08-30,"",36,Fatty Boom Boom!,Westbound Train,westbound-train,,3:45,Where's my fatty fatty boom boom?
wfit,yes,2016-08-30,"",37,Boom Pam,Boom Pam,boom-pam,,4:55,Eponymous
wfit,yes,2016-08-30,"",38,Boom,Lo-Fi-Fnk,lo-fi-fnk,,3:43,DISKO BOOM
wfit,yes,2016-08-30,"",39,Boing Boom Tschak,Kraftwerk,kraftwerk,Full House,2:57,More German onomatopaeia
wfit,yes,2016-08-30,"",40,BREAK
wfit,yes,2016-08-30,"",41,B'Boom,King Crimson,king-crimson,Archive BH,4:11,So complicated
podcast,yes,2016-09-06,0100,1,Squeals Of Enjoyment,Dirty Poodle,dirty-poodle,Minority Report 10,4:17,From Brevard about Brevard
podcast,yes,2016-09-06,0100,2,BREAK
podcast,yes,2016-09-06,0100,3,Broken Tail Save,Peter Tuck,peter-tuck,Cosmic Pesto,2:20,Good old fashioned Peter Tuck
podcast,yes,2016-09-06,0100,4,Living the Dream,Two Fishes,two-fishes,Unknown album (3/10/2016 1:13:11 AM),4:31,Now in the studio
podcast,yes,2016-09-06,0100,5,"Wild, Wild, Wild",Screaming Iguanas Of Love,screaming-iguanas-of-love,"Wild, Wild, Wild",2:16,First band I saw in Brevard
podcast,yes,2016-09-06,0100,6,Naf,Cateye,cateye,"Blood, Sweat, and Beer",1:48,Courtesy of Kurt
podcast,yes,2016-09-06,0100,7,BREAK
podcast,yes,2016-09-06,0100,8,Soul,Sounds of Nebula,sounds-of-nebula,751,4:58,Thank you Gabe!
podcast,yes,2016-09-06,0100,9,Spec,Ghostbeat,ghostbeat,Spirituall,4:08,"Miss you, brYan"
podcast,yes,2016-09-06,0100,10,Cement Factory,The Sleep Tights,sleep-tights,,3:48,"Live on TLO, March 2014"
podcast,yes,2016-09-06,0100,11,BREAK
podcast,yes,2016-09-06,0100,12,Oh Dave,Ryan Blount,ryan-blount,,,Live on TLO
podcast,yes,2016-09-06,0100,13,Fertilizer,Patty Bleu,patty-bleu,,,Live on TLO
podcast,yes,2016-09-06,0100,14,BREAK
podcast,yes,2016-09-06,0100,15,doo-wap song,loftboys,loftboys,,4:34,"Thanks for Mac De Marco, Josh"
podcast,yes,2016-09-06,0100,16,Paranoia,Patty Bleu,patty-bleu,,,Live on TLO
podcast,yes,2016-09-06,0100,17,Jackpot,Ryan Blount,ryan-blount,,,Live on TLO
podcast,yes,2016-09-06,0100,18,BREAK
podcast,yes,2016-09-06,0100,19,Blue Rita,The Green Goblyn Project,green-goblyn-project,Earth Must Be Destroyed,1:18,Too filthy to be any longer
podcast,yes,2016-09-06,0100,20,Cackling Call,Ryan Blount,ryan-blount,,,Live on TLO
podcast,yes,2016-09-06,0100,21,Silverfish,Patty Bleu,patty-bleu,,,Live on TLO
podcast,yes,2016-09-06,0100,22,BREAK
podcast,yes,2016-09-06,0100,23,Sand Dune Lullaby,Jeffrey Stanton,jeffrey-stanton,,4:01,An all-around nice guy
podcast,yes,2016-09-06,0100,24,Slaughterhouse,Patty Bleu,patty-bleu,,,Live on TLO
podcast,yes,2016-09-06,0100,25,Regretless,Ryan Blount,ryan-blount,,,Live on TLO
podcast,yes,2016-09-06,0100,26,BREAK
podcast,yes,2016-09-06,0100,27,Blood On My Hands,Southern Fried Genocide,southern-fried-genocide,Electric Mayhem,2:32,Straight outta Minton
podcast,yes,2016-09-06,0100,28,BREAK
podcast,yes,2016-09-06,0100,29,Atom & Evo,KONGLOM,konglom,,4:03,Space funk
podcast,yes,2016-09-06,0100,30,Freeflow Style,Freeflow Conspiracy,freeflow-conspiracy,Freeflow Conspiracy,3:58,One of many beachside projects
podcast,yes,2016-09-06,0100,31,Butterbean Queen,Dead Serios,dead-serios,We're Not Joking,2:36,The Led Zeppelin of Brevard
podcast,yes,2016-09-06,0100,32,"Hey Boy, Get Off My Ferns",What!,what,2010.10.26.a,3:31,"It's what the fans want, Scott"
podcast,yes,2016-09-06,0100,33,BREAK
podcast,yes,2016-09-06,0100,34,It Will Come Back,Brevard Busking Coalition,brevard-busking-coalition,It Will Come Back To You,3:20,Another brYan Tilford song
podcast,yes,2016-09-06,0100,35,The Truth,Agent86,agent86,Agent86,3:32,Courtesy of Alan
podcast,yes,2016-09-06,0100,36,Inkjet,Fields of Saturn,fields-of-saturn,Conflict of Interest (MP3 Version),2:35,Featuring Florida Tech graduates
podcast,yes,2016-09-06,0100,37,Blackhole,Oranga Tanga,oranga-tanga,Garbagehands EP,4:00,From their new EP
podcast,yes,2016-09-06,0100,38,BREAK
podcast,yes,2016-09-06,0100,39,Cade's Requiem,The Basement Scene,basement-scene,Everything is Going to be Okay,5:02,"Congrats, Cade. Farewell, Brevard!"
wfit,no,2016-09-06,,1,Squeals Of Enjoyment,Dirty Poodle,dirty-poodle,Minority Report 10,4:17,From Brevard about Brevard
wfit,no,2016-09-06,,2,BREAK
wfit,no,2016-09-06,,3,Broken Tail Save,Peter Tuck,peter-tuck,Cosmic Pesto,2:20,Good old fashioned Peter Tuck
wfit,no,2016-09-06,,4,Living the Dream,Two Fishes,two-fishes,Unknown album (3/10/2016 1:13:11 AM),4:31,Now in the studio
wfit,no,2016-09-06,,5,"Wild, Wild, Wild",Screaming Iguanas Of Love,screaming-iguanas-of-love,"Wild, Wild, Wild",2:16,First band I saw in Brevard
wfit,no,2016-09-06,,6,Naf,Cateye,cateye,"Blood, Sweat, and Beer",1:48,Courtesy of Kurt
wfit,no,2016-09-06,,7,BREAK
wfit,no,2016-09-06,,8,Soul,Sounds of Nebula,sounds-of-nebula,751,4:58,Thank you Gabe!
wfit,no,2016-09-06,,9,Spec,Ghostbeat,ghostbeat,Spirituall,4:08,"Miss you, brYan"
wfit,no,2016-09-06,,10,Cement Factory,The Sleep Tights,sleep-tights,,3:48,"Live on TLO, March 2014"
wfit,no,2016-09-06,,11,BREAK
wfit,no,2016-09-06,,12,Oh Dave,Ryan Blount,ryan-blount,,,Live on TLO
wfit,no,2016-09-06,,13,Fertilizer,Patty Bleu,patty-bleu,,,Live on TLO
wfit,no,2016-09-06,,14,BREAK
wfit,no,2016-09-06,,15,doo-wap song,loftboys,loftboys,,4:34,"Thanks for Mac De Marco, Josh"
wfit,no,2016-09-06,,16,Paranoia,Patty Bleu,patty-bleu,,,Live on TLO
wfit,no,2016-09-06,,17,Jackpot,Ryan Blount,ryan-blount,,,Live on TLO
wfit,no,2016-09-06,,18,BREAK
wfit,no,2016-09-06,,19,Blue Rita,The Green Goblyn Project,green-goblyn-project,Earth Must Be Destroyed,1:18,Too filthy to be any longer
wfit,no,2016-09-06,,20,Cackling Call,Ryan Blount,ryan-blount,,,Live on TLO
wfit,no,2016-09-06,,21,Silverfish,Patty Bleu,patty-bleu,,,Live on TLO
wfit,no,2016-09-06,,22,BREAK
wfit,no,2016-09-06,,23,Sand Dune Lullaby,Jeffrey Stanton,jeffrey-stanton,,4:01,An all-around nice guy
wfit,no,2016-09-06,,24,Slaughterhouse,Patty Bleu,patty-bleu,,,Live on TLO
wfit,no,2016-09-06,,25,Regretless,Ryan Blount,ryan-blount,,,Live on TLO
wfit,no,2016-09-06,,26,BREAK
wfit,no,2016-09-06,,27,Blood On My Hands,Southern Fried Genocide,southern-fried-genocide,Electric Mayhem,2:32,Straight outta Minton
wfit,no,2016-09-06,,28,BREAK
wfit,no,2016-09-06,,29,Atom & Evo,KONGLOM,konglom,,4:03,Space funk
wfit,no,2016-09-06,,30,Freeflow Style,Freeflow Conspiracy,freeflow-conspiracy,Freeflow Conspiracy,3:58,One of many beachside projects
wfit,no,2016-09-06,,31,Butterbean Queen,Dead Serios,dead-serios,We're Not Joking,2:36,The Led Zeppelin of Brevard
wfit,no,2016-09-06,,32,"Hey Boy, Get Off My Ferns",What!,what,2010.10.26.a,3:31,"It's what the fans want, Scott"
wfit,no,2016-09-06,,33,BREAK
wfit,no,2016-09-06,,34,It Will Come Back,Brevard Busking Coalition,brevard-busking-coalition,It Will Come Back To You,3:20,Another brYan Tilford song
wfit,no,2016-09-06,,35,The Truth,Agent86,agent86,Agent86,3:32,Courtesy of Alan
wfit,no,2016-09-06,,36,Inkjet,Fields of Saturn,fields-of-saturn,Conflict of Interest (MP3 Version),2:35,Featuring Florida Tech graduates
wfit,no,2016-09-06,,37,Blackhole,Oranga Tanga,oranga-tanga,Garbagehands EP,4:00,From their new EP
wfit,no,2016-09-06,,38,BREAK
wfit,no,2016-09-06,,39,Cade's Requiem,The Basement Scene,basement-scene,Everything is Going to be Okay,5:02,"Congrats, Cade. Farewell, Brevard!"
kafm,no,2017-10-06,,1,Scrapple From The Dapl,Free Radicals,free-radicals,Outside The Comfort Zone,,
kafm,no,2017-10-06,,2,Saline / The Man / Kind To You,CFM,cfm,Dichotomy,,
kafm,no,2017-10-06,,3,Millionaire,The Safes,safes,Tasty Waves,,
kafm,no,2017-10-06,,4,BREAK
kafm,no,2017-10-06,,5,Manfiest Dust Bunny,Free Radicals,free-radicals,Outside The Comfort Zone,,
kafm,no,2017-10-06,,6,Crazy Macy,The Flamin' Groovies,flamin-groovies,Fantastic Plastic,,
kafm,no,2017-10-06,,7,Cut The Infection Featuring Tony Allen Oranmiyan,Chicago Afrobeat Project Feat Tony Allen,chicago-afrobeat-project-feat-tony-allen,What Goes Up,,
kafm,no,2017-10-06,,8,Can't Go Back,Ted Leo,ted-leo,The Hanged Man,,
kafm,no,2017-10-06,,9,BREAK
kafm,no,2017-10-06,,10,Evil Twin,Ephrata,ephrata,Ephrata,,
kafm,no,2017-10-06,,11,Might as Well,Faith Healer,faith-healer,Try ;-),,
kafm,no,2017-10-06,,12,Untitled,L.A. Witch,l-a-witch,L.A. Witch,,
kafm,no,2017-10-06,,13,BREAK
kafm,no,2017-10-06,,14,No Tree No Branch,Liars,liars,TFCF,,
kafm,no,2017-10-06,,15,Spirits In The Material World,Hazelrigg Brothers,hazelrigg-brothers,Songs We Like,,
kafm,no,2017-10-06,,16,The Beat,Baby Jesus,baby-jesus,Took Our Sons Away,,
kafm,no,2017-10-06,,17,Pine and Clover,Chad VanGaalen,chad-vangaalen,Light Information,,
kafm,no,2017-10-06,,18,BREAK
kafm,no,2017-10-06,,19,Gold Rush (Radio Edit),Antibalas,antibalas,Where The Gods Are In Peace,,
kafm,no,2017-10-12,,1,Brian,L.A. Witch,l-a-witch,L.A. Witch,4:04,"Like Mazzy Star, but meaner"
kafm,no,2017-10-12,,2,"Mesa, AZ",Guantanamo Baywatch,guantanamo-baywatch,Desert Center,1:47,"Not this Mesa, but it works"
kafm,no,2017-10-12,,3,This House Ain't a Home,Coco Hames,coco-hames,Coco Hames,2:06,Old fashioned in a way
kafm,no,2017-10-12,,4,BREAK
kafm,no,2017-10-12,,5,Becomings,The Fresh & Onlys,fresh-onlys,Wolf Lie Down,4:15,The sound of dust
kafm,no,2017-10-12,,6,Tongue Tied,A Giant Dog,a-giant-dog,Toy,2:28,A lot like X
kafm,no,2017-10-12,,7,Emotions and Math,Margaret Glaspy,margaret-glaspy,Emotions and Math,3:17,Clearly complicated stuff
kafm,no,2017-10-12,,8,Luna De Miel,Alejandro Escovedo,alejandro-escovedo,Burn Something Beautiful,2:57,Still burning!
kafm,no,2017-10-12,,9,BREAK
kafm,no,2017-10-12,,10,Angola 3,Free Radicals,free-radicals,Outside the Comfort Zone,5:23,Easy funk swing
kafm,no,2017-10-12,,11,Jumping On Angels,Crocodiles,crocodiles,Dreamless,3:41,Deathly disco
kafm,no,2017-10-12,,12,Voyeurs,CFM,cfm,Dichotomy,5:11,Just how it sounds
kafm,no,2017-10-12,,13,BREAK
kafm,no,2017-10-12,,14,That's Alright,Baby Jesus,baby-jesus,Took Our Sons Away,3:20,So sloppy and beautiful
kafm,no,2017-10-12,,15,Face Of God,The Drums,drums,Encyclopedia,4:02,High and wailing
kafm,no,2017-10-12,,16,Avalon,Foxygen,foxygen,Hang,3:47,So very fruity!
kafm,no,2017-10-12,,17,Anonymous Skulls,Medeski Martin & Wood,medeski-martin-wood,End of the World Party (Just in Case),4:25,Spooky jazz for Halloween
kafm,no,2017-10-12,,18,BREAK
kafm,no,2017-10-12,,19,Time Coast,Robyn Hitchcock,robyn-hitchcock,Robyn Hitchcock,3:42,The unflappable Mr. Hitchcock
kafm,no,2017-10-12,,20,Empty Kicks,Kelley Stoltz,kelley-stoltz,Que Aura,4:20,Straight outta the ‘70s
kafm,no,2017-10-12,,21,Breakers,Ephrata,ephrata,Ephrata,4:28,Reminiscent of Lush
kafm,no,2017-10-12,,22,BREAK
kafm,no,2017-10-12,,23,Golden Oceans,Chad VanGaalen,chad-vangaalen,Light Information,2:07,Drenched in reverb
